municipio,codigo_dane,fecha_año,cantidad,dpnom,pob,tasa_secuestro
ABREGO,54003,2010,1.0,Norte de Santander,29921,3.34213428695565
ABREGO,54003,2013,2.0,Norte de Santander,30253,6.610914620037683
ABREGO,54003,2015,2.0,Norte de Santander,30358,6.588049278608604
ABREGO,54003,2017,1.0,Norte de Santander,30923,3.2338388901464925
ABREGO,54003,2018,1.0,Norte de Santander,31786,3.146039136726861
ABREGO,54003,2019,2.0,Norte de Santander,33003,6.060055146501833
ABREGO,54003,2021,2.0,Norte de Santander,34395,5.814798662596307
ACACÍAS,50006,2014,2.0,Meta,80841,2.4739921574448607
ACACÍAS,50006,2017,2.0,Meta,86156,2.3213705371651425
ACACÍAS,50006,2021,1.0,Meta,92607,1.0798319781442007
ACEVEDO,41006,2018,1.0,Huila,24774,4.03648986841043
AGUA DE DIOS,25001,2012,1.0,Cundinamarca,10192,9.811616954474099
AGUACHICA,20011,2010,4.0,Cesar,93430,4.281280102750722
AGUACHICA,20011,2011,1.0,Cesar,95063,1.051933980623376
AGUACHICA,20011,2012,3.0,Cesar,96687,3.102795618852586
AGUACHICA,20011,2014,1.0,Cesar,99950,1.0005002501250626
AGUACHICA,20011,2017,1.0,Cesar,106119,0.9423383183030372
AGUACHICA,20011,2019,1.0,Cesar,114569,0.8728364566331207
AGUACHICA,20011,2021,1.0,Cesar,121140,0.8254911672445104
AGUAZUL,85010,2010,2.0,Casanare,32335,6.185248183083347
AGUAZUL,85010,2011,4.0,Casanare,32901,12.157685176742348
AGUAZUL,85010,2012,4.0,Casanare,33434,11.96386911527188
AGUAZUL,85010,2013,2.0,Casanare,33961,5.889108094579076
AGUAZUL,85010,2015,1.0,Casanare,34991,2.8578777399902835
AGUSTÍN CODAZZI,20013,2016,2.0,Cesar,58086,3.4431704713700375
ALBANIA,18029,2017,1.0,Caquetá,4821,20.742584526031944
ALBANIA,44035,2010,1.0,La Guajira,22725,4.400440044004401
ALBANIA,44035,2014,1.0,La Guajira,25409,3.9356133653429892
ALBANIA,44035,2017,1.0,La Guajira,27799,3.597251699701428
ALBANIA,44035,2020,1.0,La Guajira,32265,3.099333643266698
ALBÁN,25019,2012,1.0,Cundinamarca,5581,17.917935853789643
ALBÁN,52019,2011,1.0,Nariño,10474,9.547450830628222
ALBÁN,52019,2018,1.0,Nariño,9642,10.371292263015972
ALGECIRAS,41020,2011,1.0,Huila,21677,4.613184481247405
ALGECIRAS,41020,2014,1.0,Huila,22002,4.545041359876375
ALMAGUER,19022,2011,1.0,Cauca,18741,5.335894562723441
ALMAGUER,19022,2014,1.0,Cauca,18557,5.388802069299995
ALMAGUER,19022,2017,2.0,Cauca,18430,10.851871947911015
ALTAMIRA,41026,2017,1.0,Huila,4212,23.741690408357076
ALTO BAUDÓ,27025,2014,1.0,Chocó,24921,4.0126800690180975
ALTO BAUDÓ,27025,2016,1.0,Chocó,26277,3.8056094683563573
ALTO BAUDÓ,27025,2019,1.0,Chocó,27982,3.5737259666928742
ALVARADO,73026,2014,1.0,Tolima,8719,11.469205184080744
AMAGÁ,5030,2018,1.0,Antioquia,30227,3.3083005260197837
AMALFI,5031,2012,1.0,Antioquia,24332,4.109814236396515
AMALFI,5031,2013,2.0,Antioquia,24548,8.147303242626691
AMALFI,5031,2021,1.0,Antioquia,27496,3.636892638929299
AMBALEMA,73030,2012,1.0,Tolima,7082,14.12030499858797
AMBALEMA,73030,2014,2.0,Tolima,6945,28.797696184305252
ANDALUCÍA,76036,2019,2.0,Valle del Cauca,22515,8.882966910948257
ANDALUCÍA,76036,2021,1.0,Valle del Cauca,22716,4.402183483007572
ANGOSTURA,5038,2013,2.0,Antioquia,11661,17.151187719749593
ANOLAIMA,25040,2016,1.0,Cundinamarca,13072,7.649938800489595
ANSERMA,17042,2010,1.0,Caldas,37008,2.7021184608733244
ANSERMA,17042,2018,1.0,Caldas,36149,2.766328252510443
ANSERMANUEVO,76041,2020,1.0,Valle del Cauca,17316,5.775005775005774
ANZOÁTEGUI,73043,2010,1.0,Tolima,10164,9.838646202282565
ANZOÁTEGUI,73043,2016,1.0,Tolima,10088,9.912767644726408
APARTADÓ,5045,2010,1.0,Antioquia,102469,0.9759049078257814
APARTADÓ,5045,2011,1.0,Antioquia,104703,0.955082471371403
APARTADÓ,5045,2013,2.0,Antioquia,108910,1.836378661279956
ARAUCA (CT),81001,2010,7.0,Arauca,74997,9.333706681600598
ARAUCA (CT),81001,2011,4.0,Arauca,75564,5.293526017680377
ARAUCA (CT),81001,2012,4.0,Arauca,76116,5.255136896316149
ARAUCA (CT),81001,2013,13.0,Arauca,76798,16.927524154274852
ARAUCA (CT),81001,2014,8.0,Arauca,77560,10.314595152140278
ARAUCA (CT),81001,2015,2.0,Arauca,78436,2.5498495588760264
ARAUCA (CT),81001,2017,1.0,Arauca,81824,1.222135314822057
ARAUCA (CT),81001,2018,2.0,Arauca,85585,2.336858094292224
ARAUCA (CT),81001,2019,2.0,Arauca,91875,2.17687074829932
ARAUCA (CT),81001,2020,5.0,Arauca,96814,5.164542318259755
ARAUCA (CT),81001,2021,5.0,Arauca,99143,5.043220398817869
ARAUQUITA,81065,2010,12.0,Arauca,42027,28.55307302448426
ARAUQUITA,81065,2011,9.0,Arauca,42544,21.15456938698759
ARAUQUITA,81065,2013,5.0,Arauca,43706,11.440076877316615
ARAUQUITA,81065,2014,2.0,Arauca,44350,4.509582863585119
ARAUQUITA,81065,2015,1.0,Arauca,45049,2.2198051011121223
ARAUQUITA,81065,2016,3.0,Arauca,46085,6.509710317890853
ARAUQUITA,81065,2017,2.0,Arauca,47442,4.215673875468994
ARAUQUITA,81065,2018,3.0,Arauca,49841,6.019140867960114
ARAUQUITA,81065,2019,2.0,Arauca,53407,3.744827457074915
ARAUQUITA,81065,2020,4.0,Arauca,56209,7.116298101727481
ARBELÁEZ,25053,2015,1.0,Cundinamarca,11059,9.042408897730356
ARGELIA,19050,2011,1.0,Cauca,24388,4.100377234705593
ARGELIA,19050,2012,2.0,Cauca,24639,8.1172125492106
ARIGUANÍ,47058,2012,1.0,Magdalena,28816,3.4702942809550255
ARMENIA (CT),63001,2011,1.0,Quindio,281880,0.3547608911593586
ARMENIA (CT),63001,2013,2.0,Quindio,284183,0.7037718653121404
ARMENIA (CT),63001,2016,1.0,Quindio,289151,0.3458400628045554
ARMERO,73055,2021,2.0,Tolima,12072,16.56726308813784
ASTREA,20032,2013,1.0,Cesar,18595,5.377789728421619
ASTREA,20032,2015,1.0,Cesar,18983,5.267871253226572
ATRATO,27050,2018,1.0,Chocó,6063,16.49348507339601
BAGADÓ,27073,2011,2.0,Chocó,9900,20.2020202020202
BAGADÓ,27073,2014,1.0,Chocó,10357,9.655305590421937
BAHÍA SOLANO,27075,2013,1.0,Chocó,9501,10.52520787285549
BAJO BAUDÓ,27077,2010,1.0,Chocó,23986,4.169098640873843
BAJO BAUDÓ,27077,2018,1.0,Chocó,29957,3.3381179690890277
BALBOA,19075,2010,2.0,Cauca,20329,9.838162231295193
BALBOA,19075,2014,1.0,Cauca,20682,4.835122328594913
BARANOA,8078,2010,1.0,Atlántico,55331,1.8073051273246463
BARBACOAS,52079,2010,1.0,Nariño,48536,2.060326355694742
BARBACOAS,52079,2014,2.0,Nariño,52221,3.829876869458647
BARBACOAS,52079,2015,1.0,Nariño,53098,1.8833101058420278
BARBACOAS,52079,2016,3.0,Nariño,53984,5.557202133965619
BARBACOAS,52079,2017,1.0,Nariño,54839,1.823519757836576
BARBOSA,5079,2013,2.0,Antioquia,48274,4.143016944939305
BARBOSA,5079,2015,1.0,Antioquia,49550,2.018163471241171
BARBOSA,5079,2020,1.0,Antioquia,54347,1.8400279684251202
BARBOSA,68077,2010,1.0,Santander,27508,3.6353060927730114
BARBOSA,68077,2018,1.0,Santander,31050,3.22061191626409
BARRANCABERMEJA,68081,2011,3.0,Santander,191231,1.5687833039622237
BARRANCABERMEJA,68081,2016,2.0,Santander,198513,1.0074906933047205
BARRANCABERMEJA,68081,2017,2.0,Santander,200583,0.9970934725275821
BARRANCABERMEJA,68081,2021,1.0,Santander,213061,0.46934915352880163
BARRANCAS,44078,2016,1.0,La Guajira,33275,3.005259203606311
BARRANCAS,44078,2017,1.0,La Guajira,34255,2.919281856663261
BARRANCAS,44078,2021,1.0,La Guajira,39221,2.549654521812294
BARRANQUILLA (CT),8001,2011,4.0,Atlántico,1134420,0.35260309232911974
BARRANQUILLA (CT),8001,2012,3.0,Atlántico,1140345,0.26307827894189917
BARRANQUILLA (CT),8001,2013,1.0,Atlántico,1146186,0.08724587457882055
BARRANQUILLA (CT),8001,2015,1.0,Atlántico,1158051,0.0863519827710524
BARRANQUILLA (CT),8001,2018,1.0,Atlántico,1206319,0.08289681253466123
BARRANQUILLA (CT),8001,2019,1.0,Atlántico,1243056,0.08044689861116475
BARRANQUILLA (CT),8001,2020,1.0,Atlántico,1274250,0.07847753580537571
BARRANQUILLA (CT),8001,2021,8.0,Atlántico,1297082,0.6167690246260452
BECERRIL,20045,2015,1.0,Cesar,20090,4.9776007964161275
BELLO,5088,2010,2.0,Antioquia,445349,0.44908599772313396
BELLO,5088,2011,1.0,Antioquia,454478,0.2200326528456823
BELLO,5088,2015,2.0,Antioquia,490014,0.40815160383172727
BELLO,5088,2016,2.0,Antioquia,499621,0.40030342999993995
BELLO,5088,2017,4.0,Antioquia,510031,0.7842660544163003
BELLO,5088,2020,2.0,Antioquia,552154,0.3622177870666517
BELLO,5088,2021,1.0,Antioquia,560831,0.1783068339660254
BETANIA,5091,2013,1.0,Antioquia,10711,9.336196433572963
BETULIA,5093,2014,1.0,Antioquia,15443,6.47542575924367
BOCHALEMA,54099,2012,1.0,Norte de Santander,7409,13.497098123903362
BOGOTÁ D.C. (CT),11001,2010,13.0,"Bogotá, D.C.",7096886,0.18317893228100324
BOGOTÁ D.C. (CT),11001,2011,11.0,"Bogotá, D.C.",7152656,0.15378902606248643
BOGOTÁ D.C. (CT),11001,2012,49.0,"Bogotá, D.C.",7195980,0.6809357446796684
BOGOTÁ D.C. (CT),11001,2013,41.0,"Bogotá, D.C.",7228427,0.5672050087799185
BOGOTÁ D.C. (CT),11001,2014,29.0,"Bogotá, D.C.",7252949,0.39983736270584563
BOGOTÁ D.C. (CT),11001,2015,17.0,"Bogotá, D.C.",7273265,0.23373271838713425
BOGOTÁ D.C. (CT),11001,2016,25.0,"Bogotá, D.C.",7300918,0.3424226925983828
BOGOTÁ D.C. (CT),11001,2017,9.0,"Bogotá, D.C.",7337449,0.12265843346917982
BOGOTÁ D.C. (CT),11001,2018,11.0,"Bogotá, D.C.",7412566,0.14839665508543196
BOGOTÁ D.C. (CT),11001,2019,4.0,"Bogotá, D.C.",7592871,0.052680995107120876
BOGOTÁ D.C. (CT),11001,2020,5.0,"Bogotá, D.C.",7743955,0.06456649089515629
BOGOTÁ D.C. (CT),11001,2021,9.0,"Bogotá, D.C.",7834167,0.11488139070816335
BOLÍVAR,68101,2010,1.0,Santander,13854,7.218131947451999
BOLÍVAR,68101,2012,1.0,Santander,13136,7.61266747868453
BOLÍVAR,76100,2014,1.0,Valle del Cauca,16441,6.082355087890031
BOSCONIA,20060,2012,1.0,Cesar,35996,2.77808645405045
BOYACÁ,15104,2013,6.0,Boyacá,5002,119.95201919232306
BRICEÑO,5107,2010,2.0,Antioquia,8256,24.224806201550386
BUCARAMANGA (CT),68001,2010,3.0,Santander,522105,0.574597063809004
BUCARAMANGA (CT),68001,2011,1.0,Santander,528984,0.1890416345295888
BUCARAMANGA (CT),68001,2013,1.0,Santander,542098,0.18446849093706305
BUCARAMANGA (CT),68001,2014,1.0,Santander,548447,0.18233302397496934
BUENAVENTURA,76109,2010,4.0,Valle del Cauca,296080,1.3509862199405567
BUENAVENTURA,76109,2011,3.0,Valle del Cauca,297593,1.0080882278817043
BUENAVENTURA,76109,2012,3.0,Valle del Cauca,298906,1.0036600135159548
BUENAVENTURA,76109,2013,6.0,Valle del Cauca,299904,2.0006402048655567
BUENAVENTURA,76109,2014,10.0,Valle del Cauca,300895,3.3234184682364276
BUENAVENTURA,76109,2015,6.0,Valle del Cauca,302099,1.9861038930946477
BUENAVENTURA,76109,2016,3.0,Valle del Cauca,303516,0.9884157672083185
BUENAVENTURA,76109,2017,5.0,Valle del Cauca,305003,1.6393281377560218
BUENAVENTURA,76109,2018,2.0,Valle del Cauca,308188,0.6489545342453308
BUENAVENTURA,76109,2019,2.0,Valle del Cauca,310194,0.6447577967336571
BUENAVENTURA,76109,2020,2.0,Valle del Cauca,311827,0.6413812787218555
BUENAVENTURA,76109,2021,7.0,Valle del Cauca,313508,2.2327978871352565
BUENAVISTA,15109,2010,1.0,Boyacá,4626,21.616947686986595
BUENAVISTA,23079,2013,1.0,Córdoba,20029,4.992760497278946
BUENAVISTA,23079,2016,1.0,Córdoba,20617,4.8503662026483
BUENOS AIRES,19110,2014,2.0,Cauca,29560,6.765899864682003
BUENOS AIRES,19110,2015,3.0,Cauca,30022,9.99267204050363
BUESACO,52110,2011,1.0,Nariño,23566,4.243401510650938
CAICEDONIA,76122,2012,1.0,Valle del Cauca,30469,3.2820243526206965
CAJAMARCA,73124,2012,1.0,Tolima,18737,5.337033676682499
CAJIBÍO,19130,2010,1.0,Cauca,40840,2.4485798237022527
CAJIBÍO,19130,2012,1.0,Cauca,41109,2.4325573475394684
CAJIBÍO,19130,2017,2.0,Cauca,41879,4.775663220229709
CAJIBÍO,19130,2018,1.0,Cauca,42014,2.3801589946208406
CALAMAR,95015,2011,1.0,Guaviare,8124,12.309207287050715
CALDAS,5129,2011,1.0,Antioquia,71475,1.3990905911157747
CALDAS,5129,2012,1.0,Antioquia,72507,1.3791771828926862
CALDAS,5129,2015,1.0,Antioquia,75622,1.3223665071011081
CALDAS,5129,2016,1.0,Antioquia,76766,1.3026600317849046
CALDAS,15131,2012,1.0,Boyacá,3305,30.2571860816944
CALDONO,19137,2010,1.0,Cauca,34016,2.939793038570085
CALDONO,19137,2016,1.0,Cauca,38483,2.598550009094925
CALDONO,19137,2017,4.0,Cauca,39247,10.191861798354013
CALDONO,19137,2018,2.0,Cauca,39946,5.006759124818505
CALI (CT),76001,2010,17.0,Valle del Cauca,2146535,0.7919740418861095
CALI (CT),76001,2011,27.0,Valle del Cauca,2156926,1.2517814704816022
CALI (CT),76001,2012,15.0,Valle del Cauca,2165625,0.6926406926406927
CALI (CT),76001,2013,20.0,Valle del Cauca,2172204,0.9207238362511071
CALI (CT),76001,2014,10.0,Valle del Cauca,2178842,0.45895939219089776
CALI (CT),76001,2015,6.0,Valle del Cauca,2186576,0.27440162153064884
CALI (CT),76001,2016,12.0,Valle del Cauca,2195915,0.5464692394742054
CALI (CT),76001,2017,19.0,Valle del Cauca,2205615,0.8614377395873714
CALI (CT),76001,2018,8.0,Valle del Cauca,2227642,0.3591241321540894
CALI (CT),76001,2019,4.0,Valle del Cauca,2241491,0.17845264602891558
CALI (CT),76001,2020,8.0,Valle del Cauca,2252616,0.35514264304257803
CALI (CT),76001,2021,9.0,Valle del Cauca,2264748,0.39739520688394464
CALIMA,76126,2014,1.0,Valle del Cauca,17504,5.712979890310786
CALOTO,19142,2012,2.0,Cauca,25356,7.887679444707367
CALOTO,19142,2015,1.0,Cauca,27687,3.611803373424351
CALOTO,19142,2018,1.0,Cauca,30181,3.3133428315827835
CALOTO,19142,2020,4.0,Cauca,30216,13.238019592268996
CAMPOALEGRE,41132,2014,1.0,Huila,30413,3.2880676026699107
CANDELARIA,76130,2010,1.0,Valle del Cauca,82881,1.2065491487795756
CANTAGALLO,13160,2012,1.0,Bolívar,7231,13.829345871940257
CAREPA,5147,2010,2.0,Antioquia,39427,5.072665939584549
CAREPA,5147,2015,1.0,Antioquia,44404,2.2520493649220787
CARMEN DE APICALÁ,73148,2013,1.0,Tolima,9682,10.32844453625284
CARMEN DE APICALÁ,73148,2014,1.0,Tolima,9739,10.267994660642776
CARTAGENA (CT),13001,2011,2.0,Bolívar,902797,0.2215337445738078
CARTAGENA (CT),13001,2013,1.0,Bolívar,919794,0.10871999599910416
CARTAGENA (CT),13001,2015,1.0,Bolívar,935887,0.10685050652482618
CARTAGENA (CT),13001,2016,2.0,Bolívar,945316,0.21156946460231288
CARTAGENA (CT),13001,2020,1.0,Bolívar,1028736,0.09720666915515741
CARTAGENA DEL CHAIRÁ,18150,2010,2.0,Caquetá,25767,7.761865952574999
CARTAGENA DEL CHAIRÁ,18150,2015,1.0,Caquetá,28792,3.473186996387885
CARTAGENA DEL CHAIRÁ,18150,2019,1.0,Caquetá,30778,3.2490740139060366
CARTAGENA DEL CHAIRÁ,18150,2020,1.0,Caquetá,31151,3.2101698179833713
CARTAGO,76147,2011,1.0,Valle del Cauca,134788,0.7419058076386622
CARTAGO,76147,2012,1.0,Valle del Cauca,134829,0.7416802023303593
CARTAGO,76147,2015,1.0,Valle del Cauca,134645,0.7426937502320918
CARTAGO,76147,2017,1.0,Valle del Cauca,134923,0.741163478428437
CARTAGO,76147,2018,1.0,Valle del Cauca,135729,0.7367622247272138
CASTILLA LA NUEVA,50150,2017,1.0,Meta,13928,7.1797817346352675
CAUCASIA,5154,2011,1.0,Antioquia,79274,1.2614476373085755
CAUCASIA,5154,2018,1.0,Antioquia,90213,1.1084876902441998
CAUCASIA,5154,2021,1.0,Antioquia,96927,1.0317042722873915
CAÑASGORDAS,5138,2010,2.0,Antioquia,16521,12.10580473336965
CAÑASGORDAS,5138,2017,1.0,Antioquia,15566,6.424257998201208
CERETÉ,23162,2011,1.0,Córdoba,97549,1.0251258341961476
CERINZA,15162,2010,1.0,Boyacá,3958,25.265285497726126
CHACHAGÜÍ,52240,2011,2.0,Nariño,14563,13.733434045182998
CHAPARRAL,73168,2010,1.0,Tolima,49913,2.0034860657544127
CHAPARRAL,73168,2014,3.0,Tolima,50046,5.994485073732166
CHAPARRAL,73168,2016,1.0,Tolima,50157,1.9937396574755268
CHAPARRAL,73168,2018,1.0,Tolima,50367,1.9854269660690533
CHIBOLO,47170,2010,4.0,Magdalena,17971,22.258082466195535
CHIGORODÓ,5172,2014,1.0,Antioquia,52877,1.89118142103372
CHIMICHAGUA,20175,2017,1.0,Cesar,33025,3.028009084027252
CHINCHINÁ,17174,2010,2.0,Caldas,50674,3.9467971740932235
CHINCHINÁ,17174,2011,1.0,Caldas,50584,1.9769096947651432
CHINCHINÁ,17174,2014,1.0,Caldas,50495,1.9803940984255868
CHINCHINÁ,17174,2017,1.0,Caldas,50947,1.9628241113313836
CHINÁCOTA,54172,2012,3.0,Norte de Santander,16027,18.718412678604857
CHINÁCOTA,54172,2016,1.0,Norte de Santander,16442,6.08198515995621
CHIQUINQUIRÁ,15176,2012,7.0,Boyacá,51941,13.476829479601856
CHIQUINQUIRÁ,15176,2013,3.0,Boyacá,52614,5.701904436081651
CHITAGÁ,54174,2010,1.0,Norte de Santander,10961,9.123255177447312
CHITAGÁ,54174,2013,1.0,Norte de Santander,10976,9.110787172011662
CHITAGÁ,54174,2017,1.0,Norte de Santander,11218,8.914244963451596
CHOCONTÁ,25183,2013,1.0,Cundinamarca,17631,5.671828030174125
CHÍA,25175,2012,1.0,Cundinamarca,97617,1.0244117315631498
CHÍA,25175,2019,1.0,Cundinamarca,141308,0.7076740170407904
CIMITARRA,68190,2010,1.0,Santander,28912,3.458771444382955
CIUDAD BOLÍVAR,5101,2010,1.0,Antioquia,26722,3.7422348626599806
CIUDAD BOLÍVAR,5101,2014,1.0,Antioquia,26185,3.818980332251289
CIÉNAGA,47189,2018,1.0,Magdalena,120071,0.8328405693298133
CIÉNEGA,15189,2014,2.0,Boyacá,4638,43.122035360069
COCORNÁ,5197,2013,1.0,Antioquia,16721,5.980503558399617
COCORNÁ,5197,2019,1.0,Antioquia,15042,6.648052120728626
COLÓN,52203,2012,1.0,Nariño,8674,11.528706479133042
CONCEPCIÓN,68207,2016,1.0,Santander,5803,17.232465965879715
CONDOTO,27205,2013,2.0,Chocó,12042,16.608536787908985
CONDOTO,27205,2015,3.0,Chocó,12348,24.295432458697764
CONDOTO,27205,2016,1.0,Chocó,12447,8.034064433196756
CONTADERO,52210,2012,3.0,Nariño,7089,42.319085907744395
CONVENCIÓN,54206,2011,1.0,Norte de Santander,17892,5.58909009613235
CONVENCIÓN,54206,2012,1.0,Norte de Santander,17863,5.598163802272855
CONVENCIÓN,54206,2013,1.0,Norte de Santander,17877,5.593779716954747
CONVENCIÓN,54206,2014,2.0,Norte de Santander,17809,11.230276826323768
CONVENCIÓN,54206,2017,3.0,Norte de Santander,17999,16.667592644035782
CONVENCIÓN,54206,2020,2.0,Norte de Santander,19647,10.17967119662035
COPACABANA,5212,2015,1.0,Antioquia,73796,1.3550869965851808
COPACABANA,5212,2016,2.0,Antioquia,74957,2.66819643262137
CORINTO,19212,2015,1.0,Cauca,24914,4.013807497792405
CORINTO,19212,2017,1.0,Cauca,25065,3.989626969878316
CORINTO,19212,2018,2.0,Cauca,25286,7.909515146721506
CORINTO,19212,2019,1.0,Cauca,25342,3.946018467366427
CORINTO,19212,2020,2.0,Cauca,25440,7.861635220125786
CORINTO,19212,2021,5.0,Cauca,25643,19.498498615606596
COROZAL,70215,2013,1.0,Sucre,64366,1.5536152627163409
COYAIMA,73217,2011,1.0,Tolima,23491,4.256949470009791
COYAIMA,73217,2018,1.0,Tolima,22813,4.383465567877964
CRAVO NORTE,81220,2018,2.0,Arauca,3925,50.95541401273885
CUASPUD,52224,2017,1.0,Nariño,9142,10.938525486764384
CUMARAL,50226,2014,1.0,Meta,21381,4.677049717038492
CUMARIBO,99773,2011,1.0,Vichada,58728,1.7027652908323119
CUMARIBO,99773,2013,1.0,Vichada,62571,1.598184462450656
CUMBAL,52227,2011,1.0,Nariño,32668,3.061099546957267
CUMBAL,52227,2016,1.0,Nariño,35762,2.7962641910407697
CURILLO,18205,2014,1.0,Caquetá,7396,13.520822065981612
CURUMANÍ,20228,2010,3.0,Cesar,32991,9.09338910611985
CURUMANÍ,20228,2014,2.0,Cesar,34643,5.773172069393528
CURUMANÍ,20228,2019,1.0,Cesar,38617,2.5895331071807752
CÁCERES,5120,2010,1.0,Antioquia,26363,3.793195008155369
CÁCERES,5120,2014,1.0,Antioquia,27503,3.6359669854197727
CÉRTEGUI,27160,2011,2.0,Chocó,6595,30.326004548900684
CÉRTEGUI,27160,2018,1.0,Chocó,5635,17.74622892635315
CÓMBITA,15204,2014,2.0,Boyacá,12323,16.22981416862777
CÓRDOBA,52215,2012,1.0,Nariño,14951,6.68851581833991
CÓRDOBA,52215,2014,1.0,Nariño,15189,6.583711896767397
CÓRDOBA,52215,2019,1.0,Nariño,15496,6.453278265358803
CÚCUTA (CT),54001,2010,4.0,Norte de Santander,649990,0.6153940829858922
CÚCUTA (CT),54001,2011,5.0,Norte de Santander,655161,0.7631711899823097
CÚCUTA (CT),54001,2012,6.0,Norte de Santander,659886,0.9092479610114474
CÚCUTA (CT),54001,2013,6.0,Norte de Santander,664411,0.9030554882444752
CÚCUTA (CT),54001,2014,3.0,Norte de Santander,668507,0.44876119472197
CÚCUTA (CT),54001,2015,4.0,Norte de Santander,672777,0.5945506460535958
CÚCUTA (CT),54001,2016,10.0,Norte de Santander,680030,1.4705233592635618
CÚCUTA (CT),54001,2017,2.0,Norte de Santander,690699,0.28956173383774986
CÚCUTA (CT),54001,2018,6.0,Norte de Santander,711715,0.84303407965267
CÚCUTA (CT),54001,2019,6.0,Norte de Santander,749197,0.8008574513779421
CÚCUTA (CT),54001,2020,1.0,Norte de Santander,777106,0.12868257354852491
CÚCUTA (CT),54001,2021,1.0,Norte de Santander,787891,0.1269211096458774
DAGUA,76233,2011,2.0,Valle del Cauca,45937,4.353788884776978
DAGUA,76233,2015,1.0,Valle del Cauca,47017,2.126890273730778
DAGUA,76233,2017,1.0,Valle del Cauca,47777,2.093057328840237
DAGUA,76233,2018,1.0,Valle del Cauca,48443,2.064281733170943
